val_family,min_dist_to_train,dist_to_train_global,label_entropy,n_val
corvidae,0.02298712730407715,0.0523219108581543,0.9107670682320378,566.0
sturnidae,0.02298712730407715,0.03324711322784424,0.8892205550324814,550.0
remizidae,0.0226212739944458,0.030875205993652344,1.057801301117148,58.0
melanocharitidae,0.022271156311035156,0.052773356437683105,0.2553183671204542,38.0
calcariidae,0.022183120250701904,0.029888570308685303,0.17053281137425894,29.0
vangidae,0.022140145301818848,0.021553516387939453,0.4094313321461186,183.0
mohouidae,0.02213454246520996,0.03927028179168701,0.23616479549584485,17.0
cotingidae,0.0217551589012146,0.018254458904266357,0.23865070877362482,251.0
polioptilidae,0.021668672561645508,0.04420137405395508,0.6911214684596791,59.0
parulidae,0.021411359310150146,0.06630831956863403,0.5062673159347053,507.0
petroicidae,0.02129042148590088,0.02837979793548584,0.5200106197422554,170.0
alaudidae,0.021220684051513672,0.04002779722213745,1.0422046122324473,472.0
estrildidae,0.020916104316711426,0.023386776447296143,0.9747218320297601,639.0
ptilonorhynchidae,0.020316123962402344,0.027499675750732422,0.5430734339128295,76.0
maluridae,0.020199596881866455,0.025663316249847412,0.9640110950834602,86.0
cardinalidae,0.019178152084350586,0.048703551292419434,0.5925743422591773,238.0
pipridae,0.0180322527885437,0.0376514196395874,0.14939560396962734,215.0
sittidae,0.01766681671142578,0.028375446796417236,0.42550104352913765,126.0
aegithalidae,0.01766681671142578,0.03143078088760376,0.6420273812659408,57.0
thamnophilidae,0.01724863052368164,0.02499687671661377,0.311533079849083,664.0
emberizidae,0.016923069953918457,0.021620512008666992,1.0728702114872901,220.0
troglodytidae,0.0167616605758667,0.030135631561279297,0.6885912591657354,273.0
regulidae,0.016647815704345703,0.03708857297897339,0.4372125946873761,35.0
turdidae,0.01659524440765381,0.01363462209701538,0.6388464818321441,684.0
acrocephalidae,0.01576685905456543,0.034154295921325684,0.970773688616489,207.0
pachycephalidae,0.015761256217956543,0.020474910736083984,0.32950312275801524,143.0
nectariniidae,0.015306532382965088,0.032807111740112305,0.7842450346057376,680.0
rhipiduridae,0.015275180339813232,0.024034976959228516,0.38278723560044486,157.0
monarchidae,0.015275180339813232,0.025271177291870117,0.38209880558360043,295.0
meliphagidae,0.014224112033843994,0.008248984813690186,0.6946605396556332,699.0
ploceidae,0.01411747932434082,0.042348265647888184,1.037575138361474,575.0
passerellidae,0.01406562328338623,0.018009960651397705,0.9329000162226466,533.0
locustellidae,0.013885319232940674,0.02593386173248291,0.9943218323712514,197.0
pycnonotidae,0.01379483938217163,0.02757948637008667,0.5662892110298978,640.0
pellorneidae,0.013415932655334473,0.034525513648986816,0.33208831565357333,235.0
timaliidae,0.012798130512237549,0.020800471305847168,0.27450741317176297,273.0
muscicapidae,0.012665748596191406,0.007676959037780762,0.9637194224169439,1512.0
passeridae,0.012600839138031006,0.03138017654418945,1.2001144047319798,226.0
sylviidae,0.012600839138031006,0.02344411611557007,0.8925023399915114,161.0
thraupidae,0.012474000453948975,0.014407038688659668,0.8040838592857517,1440.0
fringillidae,0.012474000453948975,0.030736267566680908,0.9461382040573936,947.0
zosteropidae,0.01186072826385498,0.05134737491607666,0.4705176264246536,351.0
tyrannidae,0.01140737533569336,0.01663607358932495,0.8735869762016857,1421.0
tityridae,0.01140737533569336,0.012925803661346436,0.25373575606266247,195.0
paradoxornithidae,0.011277318000793457,0.019896864891052246,0.7949529898227906,120.0
furnariidae,0.011000990867614746,0.01790595054626465,0.9418403594796254,889.0
leiothrichidae,0.011000990867614746,0.012516021728515625,0.6775625586399155,726.0
cisticolidae,0.010552763938903809,0.027705669403076172,0.980457011585692,767.0
macrosphenidae,0.010552763938903809,0.03199225664138794,0.869315020636997,91.0
vireonidae,0.00916433334350586,0.04038947820663452,0.44596820100915596,224.0
phylloscopidae,0.00916433334350586,0.044654250144958496,0.45244307454887206,336.0
acanthizidae,0.007742047309875488,0.03589344024658203,0.7186603937535605,224.0
scotocercidae,0.007742047309875488,0.03423589468002319,0.4942424798391162,171.0
